Amount,Hour_of_Day,Distance_from_Home_KM,Merchant_Category,Transaction_Method,Card_Type,Recent_24h_Transactions,Risk_Score_V1,Risk_Score_V2,Is_Fraud
15.16,12.3,5.1,Grocery,Online POS,Visa,4,1.486,-0.589,0
22.12,12.5,13.0,Grocery,In-Person Chip,Visa,1,-0.101,0.327,0
34.48,14.6,27.4,Gas Station,Online POS,Mastercard,1,-0.533,0.877,0
117.66,13.4,12.0,Grocery,Online POS,Mastercard,1,1.414,2.61,0
26.7,20.3,27.7,Grocery,Online POS,Mastercard,2,-0.852,-1.47,0
891.42,9.9,19.5,Grocery,Contactless Tap,Mastercard,3,-0.917,0.23,0
41.27,8.5,0.5,Electronics,In-Person Chip,Mastercard,1,-0.101,1.153,0
35.49,13.9,22.2,Gas Station,In-Person Chip,Visa,1,0.824,0.11,0
22.94,14.2,31.0,Online Retail,In-Person Chip,Mastercard,2,2.183,-0.808,0
210.08,15.7,8.8,Grocery,Contactless Tap,Visa,3,0.846,0.682,0
126.36,8.1,11.5,Grocery,Contactless Tap,Mastercard,4,-1.058,0.9,0
22.38,10.6,1.3,Grocery,Contactless Tap,Mastercard,0,1.958,-0.154,0
25.55,11.5,21.6,Online Retail,In-Person Chip,Visa,3,-0.145,0.129,0
66.67,19.3,10.1,Travel & Airlines,Contactless Tap,Mastercard,2,-0.051,3.345,0
51.09,16.7,4.2,Gas Station,Online POS,Amex,4,-0.873,2.622,0
13.99,13.5,11.3,Online Retail,In-Person Chip,Visa,2,-0.507,2.443,0
17.49,14.7,3.6,Gas Station,Contactless Tap,Visa,1,2.053,-0.219,0
42.57,13.3,1.7,Dining,In-Person Chip,Visa,2,-2.593,0.524,0
47.0,16.8,5.5,Grocery,Online POS,Visa,2,-0.269,0.748,0
9.78,15.6,17.5,Travel & Airlines,In-Person Chip,Mastercard,0,-0.465,0.808,0
30.45,21.2,11.7,Gas Station,In-Person Chip,Mastercard,4,0.779,0.722,0
6.73,11.9,2.8,Online Retail,Online POS,Mastercard,1,0.38,1.364,0
55.12,19.4,10.5,Grocery,In-Person Chip,Visa,3,1.1,-1.521,0
255.78,10.4,2.1,Online Retail,ATM Cash,Discover,2,-0.632,-1.126,0
66.25,12.3,27.4,Luxury Goods,Contactless Tap,Visa,2,0.537,-0.177,0
22.37,15.7,21.6,Grocery,ATM Cash,Amex,1,-2.702,-0.78,0
138.09,23.0,4.6,Dining,In-Person Chip,Mastercard,2,1.23,0.811,0
88.7,13.9,0.6,ATM Withdrawal,In-Person Chip,Amex,2,2.521,1.35,0
10.67,4.1,0.8,Dining,In-Person Chip,Visa,4,-0.709,0.191,0
87.61,9.1,3.1,Grocery,Contactless Tap,Visa,0,0.01,-0.951,0
73.23,23.0,1.7,Online Retail,Online POS,Mastercard,0,-1.883,2.229,0
107.17,17.0,36.9,Electronics,In-Person Chip,Visa,2,1.817,-0.329,0
172.61,9.2,17.8,Electronics,Contactless Tap,Mastercard,3,-0.637,0.291,0
88.2,21.3,9.2,Grocery,Contactless Tap,Visa,0,-0.508,-1.945,0
65.56,11.6,2.6,Gas Station,In-Person Chip,Amex,1,-1.952,-1.587,0
163.2,13.7,21.7,Gas Station,In-Person Chip,Visa,3,-0.106,-0.933,0
53.52,11.0,2.6,Online Retail,In-Person Chip,Discover,3,1.743,0.17,0
32.52,18.4,15.4,Gas Station,In-Person Chip,Visa,5,0.015,1.385,0
15.5,14.0,10.9,ATM Withdrawal,Contactless Tap,Amex,1,-0.187,-0.746,0
60.72,12.0,41.1,Dining,ATM Cash,Visa,1,-0.231,-0.376,0
2106.39,6.5,0.6,Gas Station,Contactless Tap,Visa,2,0.434,0.454,0
14.43,15.5,10.7,Online Retail,In-Person Chip,Amex,4,0.172,0.316,0
208.0,13.2,29.9,Gas Station,Online POS,Visa,2,1.231,-1.897,0
37.08,12.3,4.2,Online Retail,In-Person Chip,Visa,1,0.855,1.045,0
258.06,19.6,4.9,Gas Station,Online POS,Visa,1,-2.851,-1.782,0
167.03,13.1,1.3,Grocery,Contactless Tap,Mastercard,0,-1.66,-0.677,0
64.54,13.9,17.9,Travel & Airlines,In-Person Chip,Mastercard,1,-0.783,-2.232,0
44.29,12.3,3.4,Grocery,In-Person Chip,Amex,2,-2.43,-0.869,0
32.41,14.9,6.5,Grocery,Contactless Tap,Visa,3,-1.649,0.39,0
78.64,19.4,4.1,Gas Station,Online POS,Amex,0,-2.132,0.431,0
33.09,14.8,1.0,Travel & Airlines,In-Person Chip,Mastercard,2,2.17,0.415,0
6.57,4.0,1.0,Online Retail,In-Person Chip,Mastercard,1,1.453,0.557,0
18.44,11.3,19.0,Dining,Contactless Tap,Mastercard,2,0.344,-1.073,0
46.7,7.6,2.2,Dining,In-Person Chip,Mastercard,3,-1.38,1.741,0
30.71,19.2,6.6,Grocery,Contactless Tap,Visa,4,-0.047,-0.328,0
44.15,9.0,9.1,Grocery,In-Person Chip,Visa,2,-0.677,-1.447,0
62.23,8.1,5.4,Online Retail,Contactless Tap,Amex,1,1.049,0.05,0
23.26,17.5,3.0,Dining,Contactless Tap,Visa,2,-0.444,0.105,0
37.99,14.6,0.2,Grocery,In-Person Chip,Visa,2,-0.286,2.254,0
35.02,21.2,1.8,Travel & Airlines,Online POS,Visa,2,1.414,0.675,0
86.53,19.4,20.5,Online Retail,In-Person Chip,Amex,4,2.969,0.464,0
172.81,9.3,6.1,Online Retail,Online POS,Amex,4,0.566,0.053,0
27.55,18.0,3.9,Gas Station,Contactless Tap,Mastercard,1,-0.643,1.544,0
80.21,14.4,25.2,Online Retail,Online POS,Discover,2,-2.325,1.856,0
19.43,15.6,1.2,Grocery,Online POS,Visa,1,0.572,1.639,0
26.8,16.8,21.2,Grocery,Online POS,Visa,4,1.203,1.331,0
134.42,12.8,0.2,Online Retail,Contactless Tap,Visa,2,-1.058,0.33,0
61.0,12.1,16.9,Gas Station,In-Person Chip,Visa,2,-0.184,-1.284,0
16.52,9.7,0.3,Electronics,Online POS,Mastercard,4,1.483,-0.823,0
161.43,14.6,1.4,Dining,Online POS,Visa,1,-2.397,-0.32,0
629.13,13.6,10.0,Online Retail,Online POS,Mastercard,0,-2.357,-2.065,0
47.23,18.6,26.4,Dining,ATM Cash,Mastercard,3,0.134,-3.038,0
44.08,8.0,6.1,Grocery,In-Person Chip,Amex,4,-0.671,0.934,0
148.59,10.1,9.0,Online Retail,In-Person Chip,Mastercard,1,-2.423,0.979,0
16.19,11.4,11.1,Electronics,In-Person Chip,Visa,2,-0.606,-1.089,0
36.93,4.7,36.6,Grocery,In-Person Chip,Amex,2,-1.177,-0.496,0
361.24,17.5,4.2,Electronics,Contactless Tap,Mastercard,3,-0.098,-0.829,0
14.06,17.0,3.9,Dining,Contactless Tap,Amex,1,0.41,2.869,0
120.76,17.8,9.1,Gas Station,ATM Cash,Amex,2,-0.032,2.327,0
6.91,12.6,32.5,Online Retail,In-Person Chip,Amex,1,1.178,1.462,0
64.39,6.5,1.3,Online Retail,Online POS,Visa,5,-0.385,1.059,0
6.62,19.9,8.0,Grocery,Online POS,Visa,4,0.702,-0.061,0
177.06,20.0,0.9,Grocery,Online POS,Mastercard,1,-0.915,0.141,0
137.26,12.5,9.4,Dining,Online POS,Visa,2,0.764,1.782,0
4.73,12.2,0.3,Dining,Online POS,Discover,1,-0.538,-1.374,0
182.97,13.1,19.2,Grocery,Online POS,Visa,0,0.631,2.346,0
208.6,14.4,0.3,Online Retail,Online POS,Amex,1,0.046,-0.139,0
22.74,13.7,28.5,Grocery,In-Person Chip,Visa,5,-1.023,-0.356,0
8.41,15.7,3.2,Electronics,Online POS,Amex,3,-2.342,3.151,0
63.89,23.5,9.7,Online Retail,Contactless Tap,Mastercard,2,0.117,-1.378,0
72.71,15.6,12.6,Online Retail,Contactless Tap,Visa,2,-0.459,-0.361,0
271.9,6.7,24.9,Dining,Online POS,Mastercard,3,-0.474,-0.362,0
37.32,12.4,4.0,Grocery,Online POS,Visa,2,1.034,0.999,0
17.84,17.0,7.6,Travel & Airlines,In-Person Chip,Mastercard,2,-2.638,0.27,0
18.35,8.7,17.0,Gas Station,Online POS,Discover,1,0.506,0.118,0
20.69,19.1,20.5,Grocery,Online POS,Amex,2,-0.799,0.725,0
25.03,14.9,31.2,Online Retail,In-Person Chip,Visa,2,0.299,-0.227,0
96.62,5.0,0.1,Grocery,In-Person Chip,Mastercard,5,0.747,-1.88,0
143.22,12.7,4.0,Online Retail,In-Person Chip,Amex,1,0.868,0.635,0
595.6,21.8,28.8,Gas Station,Online POS,Amex,1,-0.041,0.183,0
23.74,22.6,12.4,Grocery,Online POS,Mastercard,3,-0.543,-1.188,0
159.86,13.0,30.1,Travel & Airlines,Contactless Tap,Visa,2,-0.416,0.742,0
17.07,15.6,2.7,Dining,Online POS,Mastercard,0,0.515,-2.84,0
54.39,12.1,10.8,Online Retail,Online POS,Visa,1,-2.711,2.425,0
8.32,13.4,13.5,Dining,Online POS,Visa,1,2.036,-0.113,0
40.58,23.6,1.9,Dining,In-Person Chip,Amex,2,-0.78,1.74,0
11.11,18.3,6.5,Grocery,Online POS,Visa,1,0.492,-1.212,0
120.97,15.0,12.3,Gas Station,Online POS,Visa,3,-0.397,-0.758,0
42.8,11.5,16.7,Grocery,Online POS,Mastercard,0,-0.799,0.744,0
10.95,8.1,4.9,Travel & Airlines,ATM Cash,Visa,4,-0.375,1.392,0
594.61,8.9,11.0,Online Retail,In-Person Chip,Visa,2,2.049,-0.015,0
73.83,13.4,29.5,Dining,ATM Cash,Mastercard,0,1.513,0.888,0
75.71,17.3,9.1,Electronics,Contactless Tap,Mastercard,2,0.746,0.385,0
220.75,3.0,5.9,Electronics,Online POS,Visa,5,0.214,-1.081,1
30.39,13.4,10.3,Travel & Airlines,Contactless Tap,Visa,2,1.234,-0.002,0
7.32,20.8,4.3,Grocery,Contactless Tap,Visa,5,-0.062,-1.102,0
22.82,17.5,2.9,Online Retail,Online POS,Visa,3,-0.014,1.558,0
29.34,9.8,15.5,Grocery,Online POS,Mastercard,1,-0.239,1.281,0
79.36,19.0,43.0,Luxury Goods,Online POS,Visa,1,-0.557,1.525,0
90.12,13.6,1.8,Online Retail,Online POS,Mastercard,0,-1.347,-0.677,0
19.04,10.3,3.4,Dining,In-Person Chip,Visa,5,-0.088,-0.528,0
98.56,16.1,13.0,Grocery,ATM Cash,Visa,2,1.19,1.943,0
217.14,13.3,38.3,Gas Station,Online POS,Mastercard,2,-0.035,-0.022,0
26.92,11.5,43.8,Gas Station,In-Person Chip,Mastercard,1,-1.378,-0.36,0
187.57,14.6,11.9,Dining,In-Person Chip,Visa,2,0.83,0.034,0
8.41,15.0,13.7,Online Retail,In-Person Chip,Mastercard,2,-0.767,0.786,0
249.4,10.0,2.3,ATM Withdrawal,ATM Cash,Mastercard,3,0.828,-1.568,0
98.92,9.0,4.3,Gas Station,Online POS,Mastercard,3,1.788,-0.358,0
41.38,15.6,1.1,Travel & Airlines,In-Person Chip,Mastercard,2,-0.239,-1.588,0
11.71,15.4,4.7,Online Retail,Online POS,Visa,0,2.166,-0.088,0
38.56,16.3,1.3,Gas Station,Contactless Tap,Mastercard,2,-0.505,-2.109,0
236.36,12.2,3.8,Dining,Contactless Tap,Mastercard,1,0.15,-0.28,0
25.26,10.3,12.0,Grocery,ATM Cash,Discover,2,1.066,-0.413,0
106.2,21.2,6.6,Online Retail,Online POS,Mastercard,3,1.611,-1.449,0
162.21,11.8,12.8,Grocery,Contactless Tap,Mastercard,2,1.481,-0.169,0
16.8,5.9,1.2,Grocery,Contactless Tap,Visa,3,0.959,-0.843,0
62.49,21.6,4.0,Gas Station,In-Person Chip,Amex,0,-1.597,1.019,0
115.95,18.4,1.4,Online Retail,Contactless Tap,Mastercard,2,1.573,-0.06,0
48.49,11.3,21.0,Online Retail,Contactless Tap,Discover,2,0.586,0.32,0
36.42,14.4,8.3,Travel & Airlines,Contactless Tap,Visa,0,-1.525,0.486,0
151.49,2.8,5.9,Grocery,In-Person Chip,Mastercard,4,-0.423,-2.97,0
72.42,16.8,4.1,Gas Station,In-Person Chip,Visa,4,1.085,-0.23,0
15.51,16.3,15.9,Online Retail,In-Person Chip,Mastercard,4,-1.229,-0.352,0
198.26,15.4,21.1,Dining,Online POS,Mastercard,2,1.221,0.215,0
2.34,5.0,187.2,Gas Station,ATM Cash,Mastercard,7,-0.825,1.463,1
43.18,17.1,0.3,Grocery,Contactless Tap,Mastercard,0,-0.61,0.311,0
279.75,17.3,61.4,Online Retail,Online POS,Visa,2,0.064,-0.104,0
32.24,11.9,12.0,Online Retail,ATM Cash,Amex,2,1.393,0.83,0
3.59,21.1,1.9,Gas Station,In-Person Chip,Mastercard,1,0.107,1.255,0
37.35,15.1,32.7,Gas Station,Contactless Tap,Discover,0,-0.501,0.385,0
7.57,21.7,12.3,ATM Withdrawal,Contactless Tap,Visa,1,-0.631,1.479,0
173.51,15.6,1.3,Dining,Online POS,Visa,3,0.962,0.369,0
15.54,16.1,3.6,Grocery,Online POS,Mastercard,2,-0.232,0.788,0
169.68,13.4,28.5,Online Retail,Online POS,Visa,1,0.375,-1.859,0
57.79,8.8,0.7,Grocery,In-Person Chip,Visa,5,1.633,-0.137,0
43.86,10.9,14.3,ATM Withdrawal,In-Person Chip,Visa,0,-1.4,0.355,0
158.2,15.6,20.1,Dining,Online POS,Visa,3,0.96,0.216,0
105.87,3.2,8.7,Online Retail,In-Person Chip,Visa,1,0.558,0.562,0
158.59,13.3,17.1,Gas Station,In-Person Chip,Amex,0,0.387,-0.482,0
77.54,13.5,14.4,Grocery,Online POS,Visa,2,-0.87,0.252,0
15.99,15.2,3.0,Dining,Contactless Tap,Amex,0,-0.382,-0.394,0
17.37,14.5,2.4,Dining,Contactless Tap,Mastercard,2,-1.655,0.56,0
270.08,17.3,5.1,Gas Station,In-Person Chip,Discover,2,0.827,1.137,0
115.11,16.3,1.2,Electronics,Contactless Tap,Mastercard,1,-0.663,-0.309,0
34.72,12.4,0.6,Dining,Contactless Tap,Visa,1,0.306,-1.392,0
9.82,9.1,6.2,Grocery,Online POS,Visa,2,0.954,-0.47,0
44.21,17.0,18.8,Dining,Online POS,Discover,1,-2.074,1.476,0
92.44,19.8,13.5,Online Retail,Contactless Tap,Visa,2,1.553,-1.025,0
56.21,13.0,9.3,Travel & Airlines,Online POS,Visa,4,0.521,-0.943,0
83.89,16.2,2.1,Grocery,ATM Cash,Amex,4,-0.585,2.125,0
86.36,17.4,22.9,Gas Station,In-Person Chip,Mastercard,4,1.105,-0.15,0
12.69,3.2,2.7,ATM Withdrawal,In-Person Chip,Visa,4,-0.116,0.447,0
342.82,10.2,10.8,Luxury Goods,Contactless Tap,Visa,2,-0.173,-0.42,0
70.83,18.8,10.4,Online Retail,Contactless Tap,Visa,1,-0.48,-2.394,0
60.46,19.1,9.8,Dining,In-Person Chip,Discover,1,1.31,0.028,0
37.61,18.1,15.7,Dining,Online POS,Amex,0,2.038,-0.087,0
88.73,22.4,11.7,Dining,In-Person Chip,Mastercard,1,0.8,-2.287,0
183.22,11.6,29.1,Grocery,Contactless Tap,Amex,1,1.239,-2.037,0
98.14,18.5,10.0,Electronics,Contactless Tap,Mastercard,3,2.31,0.258,0
13.03,19.0,1.4,Online Retail,In-Person Chip,Amex,2,-0.25,3.082,0
32.43,14.7,15.1,Online Retail,Online POS,Visa,2,0.865,0.05,0
27.28,12.2,5.9,Dining,Online POS,Mastercard,3,1.389,0.538,0
35.28,21.6,16.7,Online Retail,In-Person Chip,Visa,1,-2.073,1.981,0
34.31,18.1,21.8,Grocery,In-Person Chip,Mastercard,3,-1.482,-1.016,0
232.26,11.3,6.5,Grocery,Contactless Tap,Visa,1,-0.276,-0.151,0
110.49,3.8,7.4,Grocery,In-Person Chip,Visa,2,0.923,0.476,0
92.01,20.9,14.8,ATM Withdrawal,Contactless Tap,Visa,3,-0.106,0.28,0
22.49,16.0,5.4,Online Retail,Contactless Tap,Visa,2,-0.344,0.068,0
66.65,12.6,5.2,ATM Withdrawal,Online POS,Visa,1,0.116,-0.237,0
345.32,6.3,3.8,ATM Withdrawal,In-Person Chip,Mastercard,7,-0.187,-1.23,0
42.21,15.0,7.4,Travel & Airlines,In-Person Chip,Visa,3,2.811,-0.813,0
213.72,15.0,14.1,Grocery,Contactless Tap,Visa,2,2.202,2.795,0
16.16,11.8,20.4,Gas Station,ATM Cash,Mastercard,2,-1.232,0.434,0
85.29,15.6,3.7,Grocery,Online POS,Visa,0,1.71,1.812,0
14.44,23.7,3.5,Electronics,Online POS,Mastercard,1,0.525,-3.361,0
5.76,14.0,20.2,Online Retail,In-Person Chip,Discover,3,-1.793,-0.231,1
2.47,21.5,14.5,Grocery,Contactless Tap,Mastercard,2,1.178,-0.695,0
123.78,15.6,5.9,Electronics,In-Person Chip,Amex,2,0.647,1.616,0
32.03,20.7,9.8,Grocery,In-Person Chip,Visa,2,-0.087,1.66,0
353.62,20.8,2.7,Dining,In-Person Chip,Amex,3,-1.396,0.915,0
118.35,18.1,11.7,Online Retail,In-Person Chip,Visa,0,-1.21,1.407,0
140.17,11.0,1.5,Online Retail,Online POS,Mastercard,2,-0.776,-1.373,0
174.28,22.8,8.7,Grocery,In-Person Chip,Mastercard,0,0.146,0.321,0
1.55,19.0,0.4,Electronics,Online POS,Amex,6,-2.209,5.122,1
15.92,22.9,6.9,Grocery,In-Person Chip,Mastercard,3,-1.137,-0.018,0
129.05,15.7,26.6,Grocery,Online POS,Amex,4,2.328,0.082,0
18.26,12.6,7.9,Online Retail,In-Person Chip,Mastercard,2,3.107,0.54,0
105.6,11.4,35.3,Online Retail,Online POS,Visa,2,-0.931,-0.744,0
15.22,21.9,20.5,Dining,Online POS,Visa,3,-1.416,-1.945,0
381.9,17.0,5.9,Dining,In-Person Chip,Amex,0,-0.094,-1.45,0
70.44,17.7,5.4,Gas Station,In-Person Chip,Visa,1,-2.123,-1.196,0
186.56,17.0,15.3,Dining,Contactless Tap,Visa,1,-1.205,-1.439,0
62.15,9.5,3.9,ATM Withdrawal,In-Person Chip,Visa,1,1.61,-2.977,0
54.08,13.3,6.0,Grocery,In-Person Chip,Visa,2,-1.446,2.358,0
72.38,15.8,4.5,Gas Station,In-Person Chip,Visa,1,0.18,-0.793,0
15.03,14.1,5.3,Grocery,Contactless Tap,Mastercard,2,1.322,0.457,0
102.53,15.3,8.3,Dining,Online POS,Visa,2,0.778,2.379,0
44.76,17.9,29.0,Electronics,Contactless Tap,Visa,0,-0.395,0.609,0
28.46,7.5,4.3,Grocery,In-Person Chip,Visa,2,-1.883,-2.346,0
34.35,14.1,26.4,Grocery,Online POS,Visa,1,1.251,-1.098,0
191.24,15.4,28.0,Dining,Contactless Tap,Visa,1,0.46,1.027,0
70.27,20.6,45.2,Dining,Contactless Tap,Mastercard,2,2.308,-0.482,0
9.33,17.3,3.6,Online Retail,Online POS,Visa,2,1.147,0.323,0
160.7,11.2,74.2,Grocery,In-Person Chip,Mastercard,1,1.499,1.073,0
194.64,12.3,30.4,Online Retail,Online POS,Mastercard,1,-1.579,0.558,0
74.67,10.3,7.2,Travel & Airlines,Contactless Tap,Mastercard,3,0.269,1.846,0
45.99,12.1,2.2,Gas Station,In-Person Chip,Amex,2,1.107,2.205,0
160.03,12.2,4.1,Travel & Airlines,In-Person Chip,Visa,2,-0.148,0.284,0
88.25,16.4,20.6,Dining,Contactless Tap,Visa,0,-0.714,-1.796,0
62.1,16.5,19.1,Online Retail,Online POS,Amex,4,-1.743,-0.89,0
24.34,11.2,13.6,Dining,In-Person Chip,Visa,5,1.94,0.049,0
177.71,12.6,8.1,Dining,Online POS,Amex,1,0.293,-0.556,0
46.85,14.0,8.0,Gas Station,Contactless Tap,Mastercard,1,2.193,0.017,0
61.66,14.0,0.9,Online Retail,Online POS,Discover,6,-0.588,3.652,1
6.0,16.1,5.2,Grocery,In-Person Chip,Mastercard,0,0.275,-0.759,0
13.78,14.6,13.9,Grocery,Contactless Tap,Mastercard,1,2.718,0.291,0
89.65,18.0,6.0,Online Retail,In-Person Chip,Mastercard,1,1.778,-0.975,0
25.03,9.0,46.9,Online Retail,Contactless Tap,Visa,2,-0.021,4.596,0
215.51,7.7,6.7,Grocery,Online POS,Amex,0,-0.798,0.367,0
27.94,5.1,8.5,Grocery,In-Person Chip,Amex,2,0.997,-1.966,0
50.4,8.0,13.9,Dining,In-Person Chip,Visa,2,-0.7,-2.181,0
44.99,0.8,2.9,Gas Station,Online POS,Visa,1,-3.164,0.458,0
130.65,9.7,3.6,Grocery,Contactless Tap,Visa,0,0.339,-0.328,0
39.19,11.1,2.0,Gas Station,In-Person Chip,Visa,0,-0.592,-0.353,0
17.0,15.1,27.7,Dining,Online POS,Visa,3,-0.529,1.35,0
73.63,11.5,4.4,Dining,Contactless Tap,Visa,2,1.305,-0.586,0
54.17,17.8,7.2,Online Retail,In-Person Chip,Mastercard,3,0.363,-1.379,0
148.31,12.7,2.6,Electronics,Contactless Tap,Mastercard,0,2.206,0.985,0
14.1,18.3,15.2,Online Retail,Online POS,Mastercard,4,0.282,-0.63,0
94.03,8.9,3.8,Grocery,Online POS,Visa,2,-0.164,-0.047,0
20.64,17.6,27.9,Online Retail,Online POS,Visa,0,0.261,1.603,0
2.59,13.5,5.8,Online Retail,In-Person Chip,Visa,1,-0.265,1.231,0
48.26,16.7,22.8,Online Retail,In-Person Chip,Visa,2,-0.865,0.076,0
23.63,11.7,3.0,Gas Station,Contactless Tap,Visa,0,0.646,-0.307,0
130.79,13.9,0.6,Online Retail,Online POS,Amex,1,-0.898,-2.007,0
12.0,13.0,2.2,Gas Station,In-Person Chip,Mastercard,2,0.547,0.855,0
19.72,17.0,17.2,Gas Station,In-Person Chip,Discover,3,0.886,-1.272,0
69.81,9.4,1.2,Electronics,In-Person Chip,Visa,2,-1.057,0.312,0
39.26,13.9,5.0,Gas Station,Online POS,Mastercard,2,0.902,1.811,0
25.89,14.0,20.9,Online Retail,In-Person Chip,Visa,5,1.073,-0.038,0
240.64,14.4,4.2,Grocery,Contactless Tap,Visa,2,-2.988,0.768,0
172.62,14.4,3.0,Dining,In-Person Chip,Mastercard,1,1.767,0.749,0
113.94,18.8,3.5,Grocery,Online POS,Visa,1,-1.056,0.036,0
46.59,12.7,21.2,ATM Withdrawal,In-Person Chip,Mastercard,2,1.084,-2.334,0
18.51,10.1,18.8,Travel & Airlines,Online POS,Visa,2,1.913,0.028,0
144.97,13.4,4.3,Dining,Online POS,Visa,1,1.236,-0.058,0
31.73,12.6,11.1,Online Retail,Online POS,Mastercard,2,-0.236,-0.19,0
70.58,12.5,7.2,Grocery,In-Person Chip,Visa,2,-1.353,-0.066,0
31.42,8.7,16.3,Travel & Airlines,Online POS,Mastercard,3,-0.413,-1.266,0
25.78,13.6,0.5,Online Retail,In-Person Chip,Amex,2,-0.298,-2.415,0
331.76,6.0,1.8,Grocery,Contactless Tap,Visa,1,0.117,0.007,0
81.75,16.5,0.1,Travel & Airlines,In-Person Chip,Mastercard,1,0.971,1.466,0
60.32,12.9,0.2,Dining,Contactless Tap,Mastercard,2,0.357,-0.069,0
45.4,15.9,3.7,Dining,In-Person Chip,Visa,1,2.258,1.367,0
14.67,11.3,7.9,Online Retail,Online POS,Visa,0,0.117,-0.357,0
51.52,12.4,22.3,Dining,In-Person Chip,Discover,1,0.847,-2.403,0
155.54,19.1,9.6,Grocery,In-Person Chip,Visa,2,-0.774,-0.189,0
153.66,8.0,18.5,Electronics,Online POS,Visa,2,-1.54,-0.027,0
101.06,15.7,4.1,Grocery,In-Person Chip,Visa,4,-2.247,-0.254,0
712.21,19.5,1.4,Grocery,Contactless Tap,Mastercard,4,-0.434,0.017,0
12.57,18.0,9.9,Travel & Airlines,In-Person Chip,Visa,0,-2.226,-0.318,0
85.25,14.7,37.8,Grocery,In-Person Chip,Mastercard,1,-1.083,-0.142,0
43.41,15.1,0.4,Dining,ATM Cash,Visa,4,-1.243,1.477,0
21.61,9.3,7.4,Dining,In-Person Chip,Discover,3,-0.071,1.602,0
9.94,10.3,4.6,Grocery,In-Person Chip,Mastercard,3,0.968,1.703,0
219.85,12.6,15.5,Grocery,Online POS,Visa,3,0.52,0.1,0
22.95,16.0,5.5,Grocery,Online POS,Mastercard,2,-0.636,0.708,0
86.13,7.4,7.8,Grocery,Online POS,Amex,2,-1.626,-0.327,0
46.23,14.9,15.8,Grocery,In-Person Chip,Mastercard,2,0.773,1.831,0
4.68,13.2,9.6,Gas Station,In-Person Chip,Discover,5,1.393,0.689,0
29.07,15.1,0.6,Travel & Airlines,Online POS,Visa,4,-1.57,0.028,0
57.96,10.4,36.4,Online Retail,ATM Cash,Visa,1,0.174,-1.609,0
589.76,11.7,1.6,Dining,In-Person Chip,Visa,3,-1.561,-1.174,0
83.15,10.2,14.3,Grocery,Contactless Tap,Visa,1,-1.645,0.046,0
23.77,19.0,0.9,Dining,Contactless Tap,Visa,7,-0.232,1.447,0
30.09,6.3,1.1,Online Retail,In-Person Chip,Visa,2,-1.012,-1.275,0
5.25,18.6,36.8,Online Retail,In-Person Chip,Amex,2,-0.442,-1.168,0
39.08,15.7,2.0,Grocery,In-Person Chip,Amex,2,0.244,-1.309,0
43.64,12.3,4.4,Online Retail,ATM Cash,Visa,1,0.567,-1.686,0
37.19,22.2,34.9,Online Retail,In-Person Chip,Discover,3,0.139,-0.845,0
2.63,3.1,6.1,Gas Station,Online POS,Mastercard,1,0.827,0.013,0
131.02,11.1,11.0,Grocery,In-Person Chip,Discover,3,0.822,-1.318,0
146.78,6.6,4.6,Dining,Contactless Tap,Visa,1,0.636,-0.087,0
66.49,18.3,14.7,Grocery,Online POS,Discover,0,0.709,0.546,0
2.13,9.3,27.7,Gas Station,Online POS,Visa,4,-1.735,2.627,0
77.76,17.5,13.4,Online Retail,In-Person Chip,Mastercard,3,-0.402,-0.511,0
41.64,15.7,5.0,Grocery,In-Person Chip,Discover,1,-3.032,-0.824,0
27.55,16.6,3.4,Dining,In-Person Chip,Mastercard,1,-0.515,0.019,0
475.26,8.9,3.5,Dining,Contactless Tap,Mastercard,0,2.092,0.743,0
40.27,17.9,13.4,Online Retail,Contactless Tap,Amex,5,0.288,-0.229,0
19.98,17.3,2.4,Gas Station,ATM Cash,Visa,3,0.063,1.194,0
66.37,2.2,10.4,ATM Withdrawal,Online POS,Visa,0,-0.913,-0.387,0
11.62,22.4,19.5,Grocery,Online POS,Visa,2,0.238,-0.372,0
45.51,10.5,0.3,Online Retail,In-Person Chip,Amex,1,-0.061,-1.616,0
14.5,6.4,6.3,Online Retail,Contactless Tap,Visa,2,0.899,-0.322,0
54.03,13.2,0.7,Dining,Online POS,Mastercard,2,0.871,0.128,0
131.46,13.7,0.3,Grocery,In-Person Chip,Mastercard,5,-2.492,0.251,0
14.11,7.2,3.9,Dining,In-Person Chip,Visa,3,0.949,0.611,0
41.14,17.5,6.8,Online Retail,Contactless Tap,Visa,3,0.048,2.457,0
22.03,16.9,1.8,Grocery,In-Person Chip,Mastercard,7,-1.686,0.543,0
131.0,13.0,22.6,Grocery,Online POS,Visa,2,-0.888,-0.565,0
10.0,16.7,4.7,Dining,Contactless Tap,Discover,3,-1.287,-0.595,0
25.05,8.5,0.4,Dining,In-Person Chip,Visa,1,1.357,-1.205,0
5.34,14.1,27.6,Gas Station,In-Person Chip,Discover,4,0.428,1.706,0
191.04,14.8,9.0,Gas Station,ATM Cash,Visa,1,0.08,-0.776,0
23.17,17.8,20.7,Grocery,Online POS,Mastercard,3,1.38,-0.69,0
78.49,19.0,20.4,Grocery,Online POS,Mastercard,1,-0.839,-0.514,0
19.72,14.6,8.3,Grocery,In-Person Chip,Discover,2,-0.019,0.019,0
61.12,7.7,16.9,Travel & Airlines,In-Person Chip,Discover,4,-0.393,1.985,0
